loss:CrossEntropyLoss(), optimizer:Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)times, training_accuracy, validation_accuracy, training_loss, validation_loss
1586891311.558,1.0,1.0,0.11405,0.10788,73
1586891314.324,0.8,0.88,0.54328,0.36923,74
1586891314.812,0.96,0.72,0.19328,0.72978,74
1586891317.132,0.92,0.92,0.28088,0.281,74
1586891317.578,0.84,0.8,0.45834,0.55806,74
1586891318.45,0.92,0.92,0.28298,0.27888,74
1586891319.17,0.8,0.8,0.56092,0.56018,74
1586891319.953,0.84,1.0,0.47003,0.09497,74
1586891321.553,0.84,0.88,0.44611,0.37064,75
1586891322.283,0.96,0.72,0.19629,0.72859,75
1586891323.103,0.92,0.92,0.28027,0.2855,75
1586891323.748,0.88,0.8,0.37642,0.54571,75
1586891325.055,0.92,0.92,0.29273,0.2811,75
1586891326.707,0.96,0.8,0.19806,0.54474,75
1586891328.457,0.92,1.0,0.28139,0.10482,75
1586891331.498,1.0,0.88,0.11384,0.36994,76
1586891332.835,0.92,0.72,0.28045,0.73397,76
1586891337.366,0.8,0.92,0.55785,0.28411,76
1586891339.946,1.0,0.8,0.10299,0.55525,76
1586891342.16,0.96,0.92,0.18769,0.27901,76
1586891343.329,0.88,0.8,0.36649,0.56406,76
1586891344.361,1.0,1.0,0.09374,0.08399,76
1586891344.882,0.88,0.88,0.37687,0.37793,77
1586891345.5,0.88,0.72,0.38457,0.77818,77
1586891347.327,0.88,0.92,0.3787,0.28332,77
1586891347.827,0.92,0.8,0.27915,0.57942,77
1586891349.221,0.88,0.92,0.349,0.27872,77
1586891350.643,0.88,0.8,0.38925,0.57703,77
1586891351.554,0.8,1.0,0.59031,0.08485,77
1586891353.778,0.84,0.88,0.48161,0.373,78
1586891354.454,0.96,0.72,0.20699,0.73758,78
1586891355.087,0.84,0.92,0.46726,0.28357,78
1586891355.884,0.84,0.8,0.4631,0.5397,78
1586891357.57,0.84,0.92,0.44959,0.28476,78
1586891359.516,0.84,0.8,0.44986,0.5254,78
1586891360.385,0.92,1.0,0.28788,0.13716,78
1586891364.081,0.84,0.88,0.43882,0.36817,79
1586891365.37,0.92,0.72,0.29083,0.65815,79
1586891368.504,0.92,0.92,0.29462,0.29484,79
1586891369.548,0.8,0.8,0.54562,0.50982,79
1586891370.497,0.92,0.92,0.29694,0.30228,79
1586891372.175,0.92,0.8,0.29993,0.50867,79
1586891375.276,0.84,1.0,0.45636,0.16567,79
1586891376.975,0.92,0.88,0.30841,0.37116,80
1586891380.907,0.96,0.72,0.23108,0.65022,80
1586891382.261,0.92,0.92,0.30052,0.29774,80
1586891383.004,0.92,0.8,0.29918,0.51493,80
1586891384.897,0.96,0.92,0.2222,0.29163,80
1586891385.351,1.0,0.8,0.14011,0.52561,80
1586891388.356,0.92,1.0,0.28777,0.11857,80
1586891390.122,0.8,0.88,0.53404,0.368,81
1586891391.776,0.92,0.72,0.27575,0.71924,81
1586891392.991,0.88,0.92,0.36876,0.28121,81
1586891394.145,0.84,0.8,0.46763,0.55173,81
1586891396.829,0.84,0.92,0.46111,0.27981,81
1586891398.14,0.88,0.8,0.37073,0.55159,81
1586891399.793,0.88,1.0,0.36989,0.10043,81
1586891402.518,0.96,0.88,0.19037,0.37031,82
1586891403.735,0.96,0.72,0.19006,0.73389,82
1586891404.424,0.8,0.92,0.55315,0.27966,82
1586891405.623,0.92,0.8,0.28075,0.54991,82
1586891406.218,0.84,0.92,0.45937,0.28058,82
1586891406.816,0.88,0.8,0.37011,0.54408,82
1586891408.696,0.96,1.0,0.19393,0.10745,82
1586891410.788,1.0,0.88,0.10475,0.36901,83
1586891411.624,0.96,0.72,0.19271,0.72483,83
1586891413.425,0.88,0.92,0.3692,0.2778,83
1586891414.744,0.92,0.8,0.28027,0.55208,83
1586891415.69,0.84,0.92,0.45977,0.27979,83
1586891416.38,0.88,0.8,0.36866,0.55136,83
1586891416.884,0.88,1.0,0.37172,0.10092,83
1586891435.48,0.96,0.88,0.18801,0.37013,84
1586891436.47,0.96,0.72,0.18048,0.73156,84
1586891437.012,0.8,0.92,0.54789,0.27666,84
1586891438.4,0.92,0.8,0.27705,0.54768,84
1586891440.396,1.0,0.92,0.09484,0.2802,84
1586891441.029,1.0,0.8,0.0981,0.55359,84
1586891441.612,0.96,1.0,0.18507,0.09271,84
1586891442.534,0.92,0.88,0.27243,0.37414,85
1586891444.35,1.0,0.72,0.08515,0.76834,85
1586891445.496,0.92,0.92,0.2788,0.27584,85
1586891449.566,0.92,0.8,0.27903,0.58811,85
1586891450.279,0.92,0.92,0.27088,0.27957,85
1586891451.576,0.88,0.8,0.54317,0.59866,85
1586891453.464,0.88,1.0,0.37956,0.06797,85
1586891454.648,0.84,0.88,0.49246,0.38478,86
1586891456.161,0.92,0.72,0.38799,0.79923,86
1586891457.95,0.84,0.92,0.48301,0.27692,86
1586891458.621,0.84,0.8,0.48056,0.57487,86
1586891462.395,0.96,0.92,0.18046,0.27861,86
1586891463.892,0.96,0.8,0.1781,0.56392,86
1586891466.227,0.84,1.0,0.47079,0.09426,86
1586891468.891,0.88,0.88,0.37189,0.37036,87
1586891469.449,0.84,0.72,0.46424,0.71702,87
1586891470.943,0.84,0.92,0.45574,0.2833,87
1586891474.642,0.84,0.8,0.45112,0.52801,87
1586891476.08,0.84,0.92,0.46263,0.28989,87
1586891478.16,0.8,0.8,0.52164,0.51566,87
1586891479.19,0.88,1.0,0.36793,0.15745,87
1586891482.714,0.96,0.88,0.22328,0.3712,88
1586891483.943,0.92,0.72,0.30103,0.64264,88
1586891485.125,0.92,0.92,0.32481,0.30321,88
1586891486.421,0.96,0.8,0.2346,0.50739,88
1586891488.399,0.84,0.92,0.43766,0.30401,88
1586891490.018,0.88,0.8,0.37209,0.5083,88
1586891490.757,0.88,1.0,0.36914,0.16433,88
1586891493.713,0.88,0.88,0.36748,0.3707,89
1586891495.411,0.88,0.72,0.37006,0.65097,89
1586891496.515,0.96,0.92,0.22896,0.29563,89
1586891499.243,0.88,0.8,0.36642,0.51467,89
1586891500.85,0.84,0.92,0.46085,0.29325,89
1586891502.408,0.84,0.8,0.44322,0.51885,89
1586891504.33,0.92,1.0,0.30425,0.13554,89
1586891517.637,0.88,0.88,0.3665,0.36708,90
1586891519.404,0.92,0.72,0.28316,0.68766,90
1586891520.962,0.92,0.92,0.28699,0.28658,90
1586891522.082,0.96,0.8,0.19822,0.53638,90
1586891523.926,0.84,0.92,0.47244,0.28213,90
1586891525.385,0.96,0.8,0.20064,0.54533,90
1586891526.89,0.96,1.0,0.19784,0.09895,90
1586891529.606,0.88,0.88,0.35313,0.37227,91
1586891530.627,0.92,0.72,0.27937,0.75446,91
1586891534.552,0.92,0.92,0.28361,0.28359,91
1586891535.375,0.88,0.8,0.37707,0.57495,91
1586891536.896,0.84,0.92,0.47635,0.27866,91
1586891539.431,0.84,0.8,0.47686,0.57344,91
1586891541.526,0.92,1.0,0.2783,0.08392,91
1586891544.96,0.8,0.88,0.57097,0.37427,92
1586891545.399,0.84,0.72,0.47062,0.7419,92
1586891547.957,0.88,0.92,0.37959,0.28573,92
1586891548.87,0.92,0.8,0.25789,0.54456,92
1586891549.88,0.92,0.92,0.28625,0.282,92
1586891551.093,0.88,0.8,0.36974,0.53772,92
1586891553.113,1.0,1.0,0.11568,0.1136,92
1586891555.405,1.0,0.88,0.1255,0.3681,93
1586891558.737,0.96,0.72,0.20462,0.7158,93
1586891561.168,0.96,0.92,0.19478,0.28587,93
1586891561.616,0.84,0.8,0.45989,0.54947,93
1586891564.331,0.8,0.92,0.55102,0.28036,93
1586891565.213,0.88,0.8,0.37016,0.54808,93
1586891567.491,0.96,1.0,0.19389,0.10176,93
1586891583.753,0.92,0.88,0.28039,0.37014,94
1586891584.783,0.96,0.72,0.19056,0.73311,94
1586891586.98,0.76,0.92,0.64245,0.27932,94
1586891589.208,0.96,0.8,0.19096,0.54997,94
1586891592.257,0.96,0.92,0.18557,0.28009,94
1586891594.119,0.84,0.8,0.45511,0.5512,94
1586891595.779,0.88,1.0,0.36243,0.10059,94
1586891598.678,0.88,0.88,0.83412,0.36828,95
1586891599.875,1.0,0.72,0.10615,0.70149,95
1586891600.624,0.88,0.92,0.36479,0.28507,95
1586891602.636,0.96,0.8,0.20409,0.52701,95
1586891603.614,0.92,0.92,0.28755,0.28753,95
1586891605.191,0.84,0.8,0.44603,0.52339,95
1586891605.856,0.96,1.0,0.20748,0.13367,95
1586891607.588,0.88,0.88,0.4236,0.36702,96
1586891608.526,1.0,0.72,0.13356,0.68186,96
1586891609.313,0.96,0.92,0.20938,0.28576,96
1586891610.452,0.8,0.8,0.53604,0.5304,96
1586891611.896,0.88,0.92,0.36949,0.28378,96
1586891612.691,0.88,0.8,0.37281,0.53563,96
1586891614.393,0.88,1.0,0.35099,0.11288,96
1586891616.047,0.84,0.88,0.46747,0.36788,97
1586891618.525,0.96,0.72,0.23003,0.71307,97
1586891620.159,0.84,0.92,0.45493,0.29963,97
1586891623.526,0.92,0.8,0.29975,0.54301,97
1586891625.16,0.88,0.92,0.3685,0.28073,97
1586891626.467,0.88,0.8,0.38492,0.54388,97
1586891629.451,0.92,1.0,0.32503,0.10641,97
1586891632.022,1.0,0.88,0.1064,0.36931,98
1586891637.483,0.84,0.72,0.47037,0.72461,98
1586891640.158,0.92,0.92,0.28069,0.28245,98
1586891642.985,0.88,0.8,0.37931,0.54921,98
1586891644.23,0.92,0.92,0.2815,0.2795,98
1586891648.262,0.96,0.8,0.19044,0.55249,98
1586891651.196,0.92,1.0,0.28642,0.09659,98
1586891653.313,0.92,0.88,0.27787,0.37168,99
1586891655.351,0.92,0.72,0.27558,0.74405,99
1586891658.657,0.96,0.92,0.18605,0.27601,99
1586891660.265,0.92,0.8,0.2739,0.56579,99
1586891662.135,0.92,0.92,0.27554,0.27792,99
1586891664.912,0.96,0.8,0.17807,0.57348,99
1586891668.268,1.0,1.0,0.08036,0.07823,99
1586891671.066,0.84,0.88,0.47857,0.38009,100
1586891672.114,0.88,0.72,0.38007,0.78488,100
1586891674.237,0.84,0.92,0.5822,0.27595,100
1586891676.072,0.84,0.8,0.48741,0.57653,100
1586891678.851,0.96,0.92,0.17665,0.27793,100
1586891680.514,0.92,0.8,0.27335,0.57089,100
1586891682.287,0.88,1.0,0.36836,0.08741,100
